anio;estado_ejercicio;ambito_legal;moneda_original;tipo_fila;numero_tramo;limite_inferior;limite_superior;limite_inferior_eur;limite_superior_eur;cuota_acumulada_en_limite_inferior;cuota_acumulada_en_limite_inferior_eur;tipo_marginal_pct;fuente_principal_url
2020;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/static_files/Sede/Biblioteca/Manual/Practicos/IRPF/IRPF-2020/ManualRenta2020_es_es.pdf
2020;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;;60000;;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/static_files/Sede/Biblioteca/Manual/Practicos/IRPF/IRPF-2020/ManualRenta2020_es_es.pdf
2021;cerrado;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2021;cerrado;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2021;cerrado;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2021;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2021;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2021;cerrado;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2021/capitulo-15-calculo-impuesto-determinacion-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2022;cerrado;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2022/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2023;cerrado;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2023/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2024;cerrado;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2024/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2025;cerrado;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/manuales-practicos/irpf-2025/c15-calculo-impuesto-determinacion-cuotas-integras/gravamen-base-liquidable-general/gravamen-estatal.html
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;1;0;12450;0;12450;0;0;9.5;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;2;12450;20200;12450;20200;1182.75;1182.75;12;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;3;20200;35200;20200;35200;2112.75;2112.75;15;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;4;35200;60000;35200;60000;4362.75;4362.75;18.5;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;5;60000;300000;60000;300000;8950.75;8950.75;22.5;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
2026;vigente_a_2026-07-28;escala_estatal_general;EUR;tramo_principal;6;300000;;300000;;62950.75;62950.75;24.5;https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764
